t0	10.537722908132666	237.88889508108034	157.07407509765727
t1	16.088734588852184	373.36119726754606	903.5556718655652
t2	16.13280000365927	579.8400032544739	648.9600604042732
t3	16.911179704124503	580.0555656875428	649.2593354505868
t4	28.556605757567937	356.62319129843	363.2899047323234
t5	37.6047863851701	356.55823070663405	361.7791462295995
t6	39.42234570042089	356.7445358377361	362.11122537315174
t7	39.42234570042089	356.7445358377361	362.11122537315174
t8	40.436813518157834	356.76351816464654	362.0430986757093
t9	40.07967407557986	356.7447534622408	362.0639280040164
t10	39.80055403517065	356.7684974570147	362.0948495918444
t11	29.83192275006987	659.1979790558179	894.8124441261149
t12	29.83207567954985	659.2165627300856	894.8659272968393
t13	29.83207567954985	659.2165627300856	894.8659272968393
t14	29.83207567954985	659.2165627300856	894.8659272968393
t15	29.83207567954985	659.2165627300856	894.8659272968393
t16	29.83207567954985	659.2165627300856	894.8659272968393
t17	29.83207567954985	659.2165627300856	894.8659272968393
t18	29.83207567954985	659.2165627300856	894.8659272968393
t19	25.90776454419674	404.7981515954537	689.6969404182182
t20	26.183052145323764	404.7380029016224	689.7572592396427
t21	26.40344673443841	404.84776797334735	689.7999844628275
t22	75.59565237591706	403.9857866226987	691.0565357404465
t23	80.44913225288744	404.6046064501027	692.1038275008048
t24	84.86735883931472	405.4776865017004	690.9531771389613
t25	85.09507755958043	405.5188472977005	690.9676367759361
t26	96.72788828415749	406.9330591425582	691.0546794427441
t27	119.01821599036842	408.68727014395137	691.8993682377421
t28	119.13105342225558	408.78751983632367	691.8948302995358
t29	119.16492121236072	408.87173167890376	691.9215249597286
t30	119.33814226140953	408.93405485440684	691.96950284002
t31	119.75371450676236	408.90265572453507	692.1656416092893
t32	119.69782349662835	408.9410458013755	692.183671063535
t33	120.00614669970696	408.98164555414905	692.1912667155118
t34	125.76390946335104	408.475865798653	691.5012549364134
t35	127.26967800598814	408.563682490015	691.5563842173407
t36	127.26967800598814	408.563682490015	691.5563842173407
t37	127.07509380669299	408.5572623430247	691.5399854341696
t38	127.07509380669299	408.5572623430247	691.5399854341696
t39	126.55055573227705	408.56196069867224	691.5173843748008
t40	126.55055573227705	408.56196069867224	691.5173843748008
t41	126.55055573227705	408.56196069867224	691.5173843748008
t42	126.55055573227705	408.56196069867224	691.5173843748008
t43	126.55055573227705	408.56196069867224	691.5173843748008
t44	126.55055573227705	408.56196069867224	691.5173843748008
t45	126.55055573227705	408.56196069867224	691.5173843748008
t46	126.55055573227705	408.56196069867224	691.5173843748008
t47	126.55055573227705	408.56196069867224	691.5173843748008
t48	126.55055573227705	408.56196069867224	691.5173843748008
